,Member_number,Date,productId,items,productName,price,Category,order_id,gross_sales,Recency,Frequency,Monetary,Cluster
23724,1092,2015-07-27,81,3,Instant food products,0.6,Frozen & Processed Food,23725,1.7999999999999998,82,20,104.31,2
23725,2711,2015-09-13,100,2,chewing gum,0.5,Specialty & Seasonal,23726,1.0,108,14,107.2,2
23726,3899,2015-04-22,70,3,margarine,3.5,Pantry Staples,23727,10.5,6,16,80.2,2
23727,4372,2015-07-30,4,3,other vegetables,0.8,Fresh Food,23728,2.4000000000000004,153,16,76.65,4
23728,4576,2015-08-05,2,1,whole milk,1.8,Dairy,23729,1.8,104,14,159.4,0
23729,4953,2015-10-10,114,2,napkins,21.8,Household & Hygiene,23730,43.6,81,16,144.9,0
23730,4692,2015-10-27,22,3,root vegetables,1.8,Fresh Food,23731,5.4,64,15,129.0,0
23731,1170,2015-11-12,38,1,soda,0.8,Beverages,23732,0.8,29,20,184.44,0
23732,2625,2015-04-08,18,2,yogurt,2.2,Dairy,23733,4.4,42,31,243.06,0
23733,2394,2015-08-30,69,1,domestic eggs,1.25,Fresh Food,23734,1.25,38,29,221.0,0
23734,4277,2015-02-18,5,3,rolls/buns,1.2,Bakery & Sweets,23735,3.5999999999999996,24,23,129.66,0
23735,3170,2015-01-17,137,1,male cosmetics,10.6,Personal Care,23736,10.6,27,12,137.4,0
23736,2229,2015-10-25,71,1,shopping bags,5.12,Household & Hygiene,23737,5.12,8,22,210.51,0
23737,2944,2015-02-01,18,2,yogurt,2.2,Dairy,23738,4.4,332,14,135.3,3
23738,2582,2015-03-06,12,3,fruit/vegetable juice,2.1,Beverages,23739,6.300000000000001,46,12,143.8,0
23739,1373,2015-05-10,75,2,frozen vegetables,2.5,Frozen & Processed Food,23740,5.0,164,14,153.4,4
23740,1366,2015-10-25,17,2,bottled water,0.5,Beverages,23741,1.0,31,25,224.1,0
23741,3469,2015-05-10,38,1,soda,0.8,Beverages,23742,0.8,224,16,137.0,4
23742,4012,2015-05-16,33,3,frozen potato products,3.0,Frozen & Processed Food,23743,9.0,228,14,100.6,4
23743,2031,2015-02-26,28,2,misc. beverages,1.2,Beverages,23744,2.4,307,14,157.0,3
23744,2459,2015-09-16,66,3,onions,1.3,Fresh Food,23745,3.9000000000000004,99,13,100.7,2
23745,4377,2015-02-23,4,2,other vegetables,0.8,Fresh Food,23746,1.6,310,11,58.5,3
23746,1534,2015-08-13,96,1,hygiene articles,7.5,Household & Hygiene,23747,7.5,139,18,153.31,0
23747,2051,2015-07-23,58,2,ice cream,1.8,Frozen & Processed Food,23748,3.6,46,33,284.9,0
23748,3430,2015-01-26,5,2,rolls/buns,1.2,Bakery & Sweets,23749,2.4,258,16,86.8,4
23749,1567,2015-03-13,50,2,bottled beer,1.8,Beverages,23750,3.6,263,17,192.08,4
23750,2972,2015-05-21,88,3,house keeping products,8.5,Household & Hygiene,23751,25.5,223,10,87.9,4
23751,1287,2015-08-28,58,1,ice cream,1.8,Frozen & Processed Food,23752,1.8,124,17,180.92,0
23752,4776,2015-08-08,18,3,yogurt,2.2,Dairy,23753,6.6000000000000005,66,17,125.7,0
23753,2271,2015-08-04,2,2,whole milk,1.8,Dairy,23754,3.6,40,31,241.8,0
23754,4657,2015-08-15,126,1,snack products,0.9,Snacks,23755,0.9,137,20,166.8,0
23755,2344,2015-04-14,22,3,root vegetables,1.8,Fresh Food,23756,5.4,13,25,230.0,0
23756,1482,2015-07-06,38,2,soda,0.8,Beverages,23757,1.6,38,20,115.28,2
23757,1278,2015-12-09,11,1,butter,3.2,Dairy,23758,3.2,21,15,95.2,2
23758,4831,2015-11-13,69,1,domestic eggs,1.25,Fresh Food,23759,1.25,47,28,263.65,0
23759,1819,2015-11-11,46,2,pasta,3.1,Pantry Staples,23760,6.2,12,17,206.9,0
23760,2687,2015-07-31,12,1,fruit/vegetable juice,2.1,Beverages,23761,2.1,107,16,140.6,0
23761,4468,2015-03-24,45,1,curd,9.8,Dairy,23762,9.8,198,17,156.1,4
23762,4760,2015-04-02,22,3,root vegetables,1.8,Fresh Food,23763,5.4,272,18,122.7,4
23763,2310,2015-03-24,36,1,frozen meals,9.7,Frozen & Processed Food,23764,9.7,281,16,137.68,3
23764,3924,2015-02-07,17,3,bottled water,0.5,Beverages,23765,1.5,62,14,85.4,2
23765,3517,2015-12-11,71,3,shopping bags,5.12,Household & Hygiene,23766,15.36,19,22,158.74,0
23766,3164,2015-09-30,96,3,hygiene articles,7.5,Household & Hygiene,23767,22.5,91,21,203.76,0
23767,3245,2015-05-17,27,3,coffee,8.5,Beverages,23768,25.5,22,18,271.8,0
23768,2629,2015-12-06,91,1,frozen dessert,2.8,Frozen & Processed Food,23769,2.8,24,19,178.54,0
23769,1347,2015-09-15,17,1,bottled water,0.5,Beverages,23770,0.5,106,14,124.4,0
23770,1216,2015-08-25,17,3,bottled water,0.5,Beverages,23771,1.5,127,14,183.2,0
23771,4636,2015-04-10,68,1,photo/film,11.9,Household & Hygiene,23772,11.9,264,17,213.55,4
23772,1197,2015-11-22,13,3,packaged fruit/vegetables,3.5,Fresh Food,23773,10.5,38,18,153.6,0
23773,1100,2015-03-12,16,3,butter milk,6.1,Dairy,23774,18.299999999999997,293,10,88.3,3
23774,2054,2015-12-15,2,3,whole milk,1.8,Dairy,23775,5.4,15,12,95.12,2
23775,3761,2015-09-26,70,2,margarine,3.5,Pantry Staples,23776,7.0,95,21,245.1,0
23776,4947,2015-09-14,38,1,soda,0.8,Beverages,23777,0.8,42,14,154.25,0
23777,1032,2015-06-15,83,1,white bread,0.3,Bakery & Sweets,23778,0.3,129,16,96.46,4
23778,3353,2015-08-14,115,3,waffles,2.5,Bakery & Sweets,23779,7.5,138,19,113.35,4
23779,4466,2015-08-20,75,1,frozen vegetables,2.5,Frozen & Processed Food,23780,2.5,118,10,57.6,2
23780,2081,2015-01-22,16,3,butter milk,6.1,Dairy,23781,18.299999999999997,342,10,103.0,3
23781,2162,2015-06-19,45,1,curd,9.8,Dairy,23782,9.8,194,10,107.5,4
23782,3719,2015-12-17,20,3,brown bread,0.8,Bakery & Sweets,23783,2.4000000000000004,13,19,113.1,2
23783,3153,2015-04-28,24,3,pastry,3.1,Bakery & Sweets,23784,9.3,83,16,96.2,2
23784,4462,2015-04-02,44,2,newspapers,3.2,Specialty & Seasonal,23785,6.4,206,12,46.9,4
23785,2420,2015-09-27,33,3,frozen potato products,3.0,Frozen & Processed Food,23786,9.0,94,10,70.0,2
23786,3971,2015-06-17,108,2,zwieback,12.3,Snacks,23787,24.6,0,15,171.03,0
23787,1611,2015-02-26,69,1,domestic eggs,1.25,Fresh Food,23788,1.25,270,10,93.85,4
23788,1225,2015-02-26,2,1,whole milk,1.8,Dairy,23789,1.8,224,21,130.6,4
23789,1554,2015-05-21,39,2,detergent,5.5,Household & Hygiene,23790,11.0,223,15,183.5,4
23790,4624,2015-11-27,65,1,candy,3.6,Bakery & Sweets,23791,3.6,33,22,260.94,0
23791,3337,2015-06-10,100,2,chewing gum,0.5,Specialty & Seasonal,23792,1.0,203,16,141.86,4
23792,2265,2015-09-25,69,1,domestic eggs,1.25,Fresh Food,23793,1.25,96,14,93.85,2
23793,4999,2015-01-24,18,2,yogurt,2.2,Dairy,23794,4.4,4,16,164.86,0
23794,4102,2015-11-03,117,2,rum,5.2,Beverages,23795,10.4,57,19,289.4,0
23795,3853,2015-07-04,69,3,domestic eggs,1.25,Fresh Food,23796,3.75,179,6,75.7,4
23796,2265,2015-06-13,74,1,whipped/sour cream,5.5,Dairy,23797,5.5,96,14,93.85,2
23797,2452,2015-08-11,25,3,canned beer,1.1,Beverages,23798,3.3000000000000003,141,11,129.16,4
23798,2829,2015-12-19,70,2,margarine,3.5,Pantry Staples,23799,7.0,11,10,71.9,2
23799,3926,2015-08-20,45,3,curd,9.8,Dairy,23800,29.400000000000002,132,18,159.42,0
23800,3960,2015-10-21,22,2,root vegetables,1.8,Fresh Food,23801,3.6,70,23,211.9,0
23801,3980,2015-09-16,24,1,pastry,3.1,Bakery & Sweets,23802,3.1,105,11,48.3,2
23802,1116,2015-01-29,22,1,root vegetables,1.8,Fresh Food,23803,1.8,31,24,157.4,0
23803,2663,2015-10-21,2,1,whole milk,1.8,Dairy,23804,1.8,70,27,208.82,0
23804,2164,2015-11-24,46,2,pasta,3.1,Pantry Staples,23805,6.2,36,25,155.6,0
23805,3950,2015-05-12,2,3,whole milk,1.8,Dairy,23806,5.4,25,15,200.0,0
23806,1252,2015-04-13,2,1,whole milk,1.8,Dairy,23807,1.8,261,10,104.9,4
23807,4804,2015-12-27,5,2,rolls/buns,1.2,Bakery & Sweets,23808,2.4,3,17,167.54,0
23808,4041,2015-09-07,5,3,rolls/buns,1.2,Bakery & Sweets,23809,3.5999999999999996,75,11,73.9,2
23809,1894,2015-08-04,7,2,citrus fruit,1.5,Fresh Food,23810,3.0,88,14,141.2,0
23810,4977,2015-08-20,13,2,packaged fruit/vegetables,3.5,Fresh Food,23811,7.0,132,9,72.85,4
23811,2171,2015-09-03,119,1,long life bakery product,9.9,Bakery & Sweets,23812,9.9,118,18,187.5,0
23812,3417,2015-12-15,116,2,sauces,2.45,Pantry Staples,23813,4.9,15,8,34.3,2
23813,1175,2015-06-10,56,2,white wine,14.2,Beverages,23814,28.4,183,19,222.36,0
23814,4946,2015-02-17,18,3,yogurt,2.2,Dairy,23815,6.6000000000000005,56,18,162.5,0
23815,4662,2015-06-27,20,1,brown bread,0.8,Bakery & Sweets,23816,0.8,43,16,83.74,2
23816,2869,2015-12-10,2,2,whole milk,1.8,Dairy,23817,3.6,20,14,117.1,2
23817,4053,2015-03-22,2,2,whole milk,1.8,Dairy,23818,3.6,283,6,59.5,3
23818,4574,2015-11-30,5,3,rolls/buns,1.2,Bakery & Sweets,23819,3.5999999999999996,30,21,135.9,0
23819,1110,2015-11-15,70,2,margarine,3.5,Pantry Staples,23820,7.0,40,18,155.9,0
23820,4700,2015-03-04,146,2,ketchup,1.25,Pantry Staples,23821,2.5,186,16,98.45,4
23821,2565,2015-04-29,16,2,butter milk,6.1,Dairy,23822,12.2,93,12,75.74,2
23822,2468,2015-03-13,69,2,domestic eggs,1.25,Fresh Food,23823,2.5,292,8,29.8,3
23823,4836,2015-11-13,4,2,other vegetables,0.8,Fresh Food,23824,1.6,47,19,242.0,0
23824,3504,2015-09-22,74,3,whipped/sour cream,5.5,Dairy,23825,16.5,55,19,127.08,0
23825,1333,2015-04-03,20,2,brown bread,0.8,Bakery & Sweets,23826,1.6,99,18,145.5,0
23826,4039,2015-12-27,17,2,bottled water,0.5,Beverages,23827,1.0,3,12,88.2,2
23827,2077,2015-05-15,5,2,rolls/buns,1.2,Bakery & Sweets,23828,2.4,229,15,170.9,4
23828,3519,2015-12-13,5,2,rolls/buns,1.2,Bakery & Sweets,23829,2.4,17,13,76.2,2
23829,2989,2015-01-30,38,1,soda,0.8,Beverages,23830,0.8,334,12,84.7,3
23830,3737,2015-05-05,24,1,pastry,3.1,Bakery & Sweets,23831,3.1,18,33,229.58,0
23831,3558,2015-09-19,4,1,other vegetables,0.8,Fresh Food,23832,0.8,102,17,148.0,0
23832,3036,2015-07-13,74,1,whipped/sour cream,5.5,Dairy,23833,5.5,103,17,85.94,2
23833,3180,2015-07-03,45,3,curd,9.8,Dairy,23834,29.400000000000002,72,36,251.45,0
23834,2978,2015-05-09,64,1,UHT-milk,2.1,Dairy,23835,2.1,35,19,133.3,0
23835,3985,2015-10-23,74,3,whipped/sour cream,5.5,Dairy,23836,16.5,68,15,69.6,2
23836,4903,2015-12-08,80,1,salty snack,0.5,Snacks,23837,0.5,22,8,48.1,2
23837,2835,2015-10-09,18,3,yogurt,2.2,Dairy,23838,6.6000000000000005,82,19,148.52,0
23838,3783,2015-06-22,38,1,soda,0.8,Beverages,23839,0.8,191,23,148.0,4
23839,1486,2015-12-14,5,2,rolls/buns,1.2,Bakery & Sweets,23840,2.4,16,17,115.9,2
23840,4589,2015-10-08,49,1,beverages,1.1,Beverages,23841,1.1,22,16,179.9,0
23841,1132,2015-02-19,5,1,rolls/buns,1.2,Bakery & Sweets,23842,1.2,99,10,25.44,2
23842,4827,2015-11-27,3,1,pip fruit,3.0,Fresh Food,23843,3.0,33,14,108.7,2
23843,3361,2015-06-28,49,2,beverages,1.1,Beverages,23844,2.2,161,22,240.5,0
23844,4681,2015-09-11,104,3,cat food,11.2,Pet Care,23845,33.599999999999994,110,14,143.62,0
23845,4197,2015-10-26,18,3,yogurt,2.2,Dairy,23846,6.6000000000000005,57,17,183.1,0
23846,3701,2015-01-22,53,2,specialty chocolate,18.8,Bakery & Sweets,23847,37.6,247,12,147.68,4
23847,4195,2015-10-01,60,1,cream cheese,6.3,Dairy,23848,6.3,90,10,74.76,2
23848,3429,2015-04-01,27,1,coffee,8.5,Beverages,23849,8.5,184,18,171.52,4
23849,2430,2015-01-20,76,1,sliced cheese,4.2,Dairy,23850,4.2,344,12,98.4,3
23850,4330,2015-04-08,43,3,sparkling wine,12.5,Beverages,23851,37.5,191,18,188.9,4
23851,1783,2015-03-18,5,3,rolls/buns,1.2,Bakery & Sweets,23852,3.5999999999999996,176,18,126.24,4
23852,4025,2015-11-04,130,2,dental care,11.45,Personal Care,23853,22.9,56,12,73.82,2
23853,3399,2015-07-19,5,2,rolls/buns,1.2,Bakery & Sweets,23854,2.4,164,15,69.26,4
23854,4766,2015-01-03,70,3,margarine,3.5,Pantry Staples,23855,10.5,92,17,119.26,2
23855,3562,2015-08-13,38,1,soda,0.8,Beverages,23856,0.8,0,18,204.76,0
23856,2447,2015-01-21,31,1,curd cheese,9.2,Dairy,23857,9.2,2,21,204.0,0
23857,1396,2015-07-22,25,1,canned beer,1.1,Beverages,23858,1.1,161,8,106.52,4
23858,4633,2015-04-26,5,1,rolls/buns,1.2,Bakery & Sweets,23859,1.2,135,14,133.8,4
23859,4695,2015-01-05,71,2,shopping bags,5.12,Household & Hygiene,23860,10.24,78,26,225.41,0
23860,1706,2015-08-14,104,2,cat food,11.2,Pet Care,23861,22.4,138,14,155.0,0
23861,3872,2015-11-23,71,3,shopping bags,5.12,Household & Hygiene,23862,15.36,37,30,301.33,0
23862,1444,2015-10-14,96,2,hygiene articles,7.5,Household & Hygiene,23863,15.0,1,20,163.32,0
23863,4753,2015-11-08,2,1,whole milk,1.8,Dairy,23864,1.8,52,23,301.1,0
23864,4580,2015-11-29,11,3,butter,3.2,Dairy,23865,9.600000000000001,31,8,124.02,2
23865,2516,2015-04-03,18,2,yogurt,2.2,Dairy,23866,4.4,152,8,48.3,4
23866,2415,2015-08-08,45,2,curd,9.8,Dairy,23867,19.6,144,14,133.9,4
23867,3925,2015-03-25,70,2,margarine,3.5,Pantry Staples,23868,7.0,280,8,63.72,3
23868,4996,2015-11-24,90,2,decalcifier,2.8,Household & Hygiene,23869,5.6,36,10,28.5,2
23869,4569,2015-07-27,76,2,sliced cheese,4.2,Dairy,23870,8.4,156,12,125.14,4
23870,3509,2015-04-11,27,1,coffee,8.5,Beverages,23871,8.5,175,14,156.6,4
23871,2252,2015-10-08,5,1,rolls/buns,1.2,Bakery & Sweets,23872,1.2,83,21,134.57,0
23872,1634,2015-02-09,44,1,newspapers,3.2,Specialty & Seasonal,23873,3.2,27,19,107.3,2
23873,4112,2015-04-27,38,2,soda,0.8,Beverages,23874,1.6,247,18,170.0,4
23874,4042,2015-08-08,56,3,white wine,14.2,Beverages,23875,42.599999999999994,13,16,102.35,2
23875,4473,2015-06-26,2,1,whole milk,1.8,Dairy,23876,1.8,114,14,177.5,0
23876,3878,2015-04-30,63,1,liquor (appetizer),11.2,Beverages,23877,11.2,155,16,133.0,4
23877,2266,2015-09-30,16,2,butter milk,6.1,Dairy,23878,12.2,91,9,86.3,2
23878,3304,2015-11-30,96,3,hygiene articles,7.5,Household & Hygiene,23879,22.5,30,10,80.3,2
23879,3757,2015-02-04,2,1,whole milk,1.8,Dairy,23880,1.8,189,18,88.55,4
23880,3440,2015-12-21,18,1,yogurt,2.2,Dairy,23881,2.2,9,6,63.9,2
23881,4328,2015-02-04,144,3,abrasive cleaner,6.38,Household & Hygiene,23882,19.14,123,12,236.0,0
23882,3737,2015-12-06,18,2,yogurt,2.2,Dairy,23883,4.4,18,33,229.58,0
23883,3948,2015-06-15,117,3,rum,5.2,Beverages,23884,15.600000000000001,198,15,147.02,4
23884,3682,2015-03-05,25,2,canned beer,1.1,Beverages,23885,2.2,79,19,158.98,0
23885,2827,2015-10-31,74,1,whipped/sour cream,5.5,Dairy,23886,5.5,60,8,49.22,2
23886,2650,2015-10-05,103,3,semi-finished bread,1.1,Frozen & Processed Food,23887,3.3000000000000003,38,16,193.71,0
23887,1360,2015-12-16,7,3,citrus fruit,1.5,Fresh Food,23888,4.5,14,16,195.2,0
23888,3679,2015-12-23,69,1,domestic eggs,1.25,Fresh Food,23889,1.25,7,21,132.39,0
23889,4137,2015-03-07,22,1,root vegetables,1.8,Fresh Food,23890,1.8,4,26,254.04,0
23890,4235,2015-12-19,54,2,condensed milk,3.5,Dairy,23891,7.0,11,19,211.84,0
23891,3193,2015-01-31,74,1,whipped/sour cream,5.5,Dairy,23892,5.5,333,13,90.6,3
23892,1332,2015-12-02,81,1,Instant food products,0.6,Frozen & Processed Food,23893,0.6,28,15,64.1,2
23893,4821,2015-11-28,60,3,cream cheese,6.3,Dairy,23894,18.9,32,14,97.59,2
23894,1837,2015-07-09,18,2,yogurt,2.2,Dairy,23895,4.4,174,12,87.75,4
23895,3665,2015-09-23,14,1,chocolate,11.5,Bakery & Sweets,23896,11.5,98,8,73.96,2
23896,2659,2015-05-08,4,3,other vegetables,0.8,Fresh Food,23897,2.4000000000000004,22,16,172.97,0
23897,1322,2015-01-09,50,1,bottled beer,1.8,Beverages,23898,1.8,72,15,140.64,0
23898,1599,2015-05-29,26,1,berries,10.8,Fresh Food,23899,10.8,78,14,79.44,2
23899,2933,2015-04-06,18,1,yogurt,2.2,Dairy,23900,2.2,268,8,56.8,4
23900,3963,2015-02-21,15,1,specialty bar,5.2,Bakery & Sweets,23901,5.2,104,14,134.25,0
23901,4178,2015-06-03,27,2,coffee,8.5,Beverages,23902,17.0,47,20,113.15,2
23902,1052,2015-10-27,71,3,shopping bags,5.12,Household & Hygiene,23903,15.36,64,27,271.9,0
23903,4693,2015-08-18,69,3,domestic eggs,1.25,Fresh Food,23904,3.75,134,18,105.39,4
23904,1329,2015-02-02,74,1,whipped/sour cream,5.5,Dairy,23905,5.5,221,16,146.6,4
23905,3128,2015-06-13,18,3,yogurt,2.2,Dairy,23906,6.6000000000000005,122,17,129.8,0
23906,1175,2015-06-30,26,1,berries,10.8,Fresh Food,23907,10.8,183,19,222.36,0
23907,2211,2015-03-31,13,3,packaged fruit/vegetables,3.5,Fresh Food,23908,10.5,31,13,74.3,2
23908,2093,2015-06-12,5,2,rolls/buns,1.2,Bakery & Sweets,23909,2.4,201,16,159.3,4
23909,4284,2015-10-14,27,2,coffee,8.5,Beverages,23910,17.0,77,10,62.3,2
23910,4449,2015-03-30,64,3,UHT-milk,2.1,Dairy,23911,6.300000000000001,275,10,78.0,3
23911,4269,2015-04-01,103,1,semi-finished bread,1.1,Frozen & Processed Food,23912,1.1,273,10,99.7,4
23912,1962,2015-04-05,36,1,frozen meals,9.7,Frozen & Processed Food,23913,9.7,205,10,70.8,4
23913,2250,2015-10-04,70,1,margarine,3.5,Pantry Staples,23914,3.5,76,8,73.4,2
23914,1743,2015-11-13,20,1,brown bread,0.8,Bakery & Sweets,23915,0.8,47,14,86.6,2
23915,1583,2015-07-28,44,2,newspapers,3.2,Specialty & Seasonal,23916,6.4,37,21,164.05,0
23916,4295,2015-10-26,11,1,butter,3.2,Dairy,23917,3.2,65,11,98.7,2
23917,1183,2015-06-29,20,1,brown bread,0.8,Bakery & Sweets,23918,0.8,184,16,97.6,4
23918,2729,2015-03-21,11,1,butter,3.2,Dairy,23919,3.2,97,18,236.3,0
23919,4035,2015-08-03,2,1,whole milk,1.8,Dairy,23920,1.8,149,13,63.6,4
23920,1608,2015-08-06,60,2,cream cheese,6.3,Dairy,23921,12.6,47,18,170.12,0
23921,1793,2015-07-03,153,3,organic products,9.4,Personal Care,23922,28.200000000000003,26,25,345.1,0
23922,2210,2015-07-09,2,3,whole milk,1.8,Dairy,23923,5.4,96,19,277.35,0
23923,1885,2015-07-03,11,1,butter,3.2,Dairy,23924,3.2,5,11,78.5,2
23924,1078,2015-10-28,5,1,rolls/buns,1.2,Bakery & Sweets,23925,1.2,63,7,50.0,2
23925,1016,2015-09-30,3,3,pip fruit,3.0,Fresh Food,23926,9.0,86,11,104.7,2
23926,3077,2015-05-29,17,2,bottled water,0.5,Beverages,23927,1.0,121,17,148.01,0
23927,3551,2015-05-01,49,2,beverages,1.1,Beverages,23928,2.2,159,9,60.7,4
23928,1158,2015-10-17,22,2,root vegetables,1.8,Fresh Food,23929,3.6,74,11,49.1,2
23929,2443,2015-06-20,45,2,curd,9.8,Dairy,23930,19.6,45,21,241.7,0
23930,1395,2015-01-15,45,2,curd,9.8,Dairy,23931,19.6,79,23,174.64,0
23931,2454,2015-11-10,69,2,domestic eggs,1.25,Fresh Food,23932,2.5,50,20,143.1,0
23932,3472,2015-04-30,24,2,pastry,3.1,Bakery & Sweets,23933,6.2,244,12,148.8,4
23933,3547,2015-11-28,156,2,jam,5.22,Bakery & Sweets,23934,10.44,32,19,157.69,0
23934,1038,2015-02-21,2,2,whole milk,1.8,Dairy,23935,3.6,16,19,214.2,0
23935,3915,2015-09-11,66,1,onions,1.3,Fresh Food,23936,1.3,91,31,192.63,0
23936,2719,2015-04-19,27,2,coffee,8.5,Beverages,23937,17.0,214,14,98.0,4
23937,2234,2015-12-23,2,1,whole milk,1.8,Dairy,23938,1.8,6,21,166.0,0
23938,1565,2015-12-14,75,3,frozen vegetables,2.5,Frozen & Processed Food,23939,7.5,16,19,234.79,0
23939,1328,2015-03-24,2,1,whole milk,1.8,Dairy,23940,1.8,281,10,88.82,3
23940,3398,2015-01-18,95,3,frozen fish,5.8,Frozen & Processed Food,23941,17.4,294,11,154.3,3
23941,3687,2015-02-12,49,1,beverages,1.1,Beverages,23942,1.1,8,19,136.09,0
23942,2448,2015-06-08,22,3,root vegetables,1.8,Fresh Food,23943,5.4,1,17,74.9,2
23943,2652,2015-12-26,70,1,margarine,3.5,Pantry Staples,23944,3.5,4,13,116.69,2
23944,1385,2015-11-19,14,1,chocolate,11.5,Bakery & Sweets,23945,11.5,34,15,164.7,0
23945,2960,2015-08-31,2,3,whole milk,1.8,Dairy,23946,5.4,11,26,242.84,0
23946,2736,2015-03-02,3,2,pip fruit,3.0,Fresh Food,23947,6.0,4,23,267.4,0
23947,1768,2015-04-21,37,2,herbs,6.5,Fresh Food,23948,13.0,117,20,125.01,0
23948,2002,2015-10-20,22,2,root vegetables,1.8,Fresh Food,23949,3.6,71,7,47.3,2
23949,3046,2015-11-18,125,2,instant coffee,4.9,Frozen & Processed Food,23950,9.8,42,23,163.8,0
23950,2284,2015-03-18,114,2,napkins,21.8,Household & Hygiene,23951,43.6,287,13,131.4,3
23951,1708,2015-09-18,26,1,berries,10.8,Fresh Food,23952,10.8,2,16,159.4,0
23952,1952,2015-11-23,38,2,soda,0.8,Beverages,23953,1.6,37,10,85.3,2
23953,3497,2015-09-08,5,1,rolls/buns,1.2,Bakery & Sweets,23954,1.2,36,23,131.0,0
23954,1479,2015-05-14,20,3,brown bread,0.8,Bakery & Sweets,23955,2.4000000000000004,229,14,95.29,4
23955,1237,2015-04-09,1,2,tropical fruit,7.8,Fresh Food,23956,15.6,265,20,160.8,4
23956,4353,2015-08-24,60,2,cream cheese,6.3,Dairy,23957,12.6,128,17,176.2,0
23957,3528,2015-08-18,76,2,sliced cheese,4.2,Dairy,23958,8.4,134,12,51.55,4
23958,2092,2015-09-04,49,2,beverages,1.1,Beverages,23959,2.2,54,17,96.3,2
23959,2514,2015-11-02,5,1,rolls/buns,1.2,Bakery & Sweets,23960,1.2,58,11,81.1,2
23960,4790,2015-05-16,5,1,rolls/buns,1.2,Bakery & Sweets,23961,1.2,137,11,53.39,4
23961,1948,2015-08-25,38,1,soda,0.8,Beverages,23962,0.8,127,22,135.15,0
23962,3581,2015-01-16,5,3,rolls/buns,1.2,Bakery & Sweets,23963,3.5999999999999996,5,20,176.2,0
23963,4778,2015-03-26,75,1,frozen vegetables,2.5,Frozen & Processed Food,23964,2.5,128,15,146.4,0
23964,2601,2015-03-26,24,2,pastry,3.1,Bakery & Sweets,23965,6.2,69,19,197.0,0
23965,4678,2015-03-31,38,3,soda,0.8,Beverages,23966,2.4000000000000004,13,12,94.2,2
23966,3642,2015-02-24,4,3,other vegetables,0.8,Fresh Food,23967,2.4000000000000004,309,12,161.45,3
23967,2957,2015-09-19,97,2,artif. sweetener,2.1,Pantry Staples,23968,4.2,33,19,153.56,0
23968,4585,2015-09-28,18,2,yogurt,2.2,Dairy,23969,4.4,93,21,156.55,0
23969,3637,2015-07-10,51,2,dessert,1.15,Bakery & Sweets,23970,2.3,8,13,115.3,2
23970,1353,2015-02-09,34,2,flour,2.1,Pantry Staples,23971,4.2,324,21,235.4,3
23971,3257,2015-02-13,17,1,bottled water,0.5,Beverages,23972,0.5,320,11,57.25,3
23972,2524,2015-09-10,50,3,bottled beer,1.8,Beverages,23973,5.4,25,28,235.45,0
23973,2035,2015-12-23,58,2,ice cream,1.8,Frozen & Processed Food,23974,3.6,7,11,113.22,2
23974,3658,2015-09-26,18,1,yogurt,2.2,Dairy,23975,2.2,95,9,77.9,2
23975,1901,2015-11-29,20,2,brown bread,0.8,Bakery & Sweets,23976,1.6,31,12,99.2,2
23976,3247,2015-01-13,28,1,misc. beverages,1.2,Beverages,23977,1.2,59,24,165.9,0
23977,4308,2015-01-24,18,2,yogurt,2.2,Dairy,23978,4.4,25,19,92.12,2
23978,1305,2015-05-24,18,2,yogurt,2.2,Dairy,23979,4.4,220,12,114.3,4
23979,1011,2015-12-09,4,2,other vegetables,0.8,Fresh Food,23980,1.6,21,13,89.8,2
23980,2234,2015-07-29,62,1,pickled vegetables,2.7,Fresh Food,23981,2.7,6,21,166.0,0
23981,3744,2015-12-08,99,2,canned vegetables,5.7,Frozen & Processed Food,23982,11.4,22,12,89.3,2
23982,2903,2015-08-08,11,1,butter,3.2,Dairy,23983,3.2,144,12,54.4,4
23983,3036,2015-07-12,49,1,beverages,1.1,Beverages,23984,1.1,103,17,85.94,2
23984,2465,2015-12-27,2,3,whole milk,1.8,Dairy,23985,5.4,3,11,124.3,2
23985,1233,2015-03-20,80,1,salty snack,0.5,Snacks,23986,0.5,139,19,98.36,4
23986,1366,2015-05-29,138,1,candles,2.7,Household & Hygiene,23987,2.7,31,25,224.1,0
23987,3741,2015-08-06,100,1,chewing gum,0.5,Specialty & Seasonal,23988,0.5,39,16,139.1,0
23988,2230,2015-05-28,59,1,hard cheese,4.5,Dairy,23989,4.5,216,18,195.9,4
23989,1206,2015-05-15,4,1,other vegetables,0.8,Fresh Food,23990,0.8,229,14,96.6,4
23990,3690,2015-04-24,4,3,other vegetables,0.8,Fresh Food,23991,2.4000000000000004,223,12,62.4,4
23991,3620,2015-06-18,34,2,flour,2.1,Pantry Staples,23992,4.2,195,15,116.0,4
23992,4759,2015-02-20,69,3,domestic eggs,1.25,Fresh Food,23993,3.75,313,12,154.35,3
23993,3543,2015-10-11,83,3,white bread,0.3,Bakery & Sweets,23994,0.8999999999999999,80,22,244.34,0
23994,2792,2015-07-29,69,2,domestic eggs,1.25,Fresh Food,23995,2.5,67,15,92.9,2
23995,1929,2015-07-10,18,1,yogurt,2.2,Dairy,23996,2.2,173,21,126.9,4
